Time,PID,Event
48531,387,Job started at CPU.
48541,387,Job finished at CPU.
48541,387,Going to disk
48541,387,Arrived at disk 1
48675,388,Job arrived at CPU.
48675,388,Job started at CPU.
48685,388,Job finished at CPU.
48685,388,Job complete.
48814,389,Job arrived at CPU.
48814,389,Job started at CPU.
48828,389,Job finished at CPU.
48828,389,Going to disk
48828,389,Arrived at disk 2
48943,390,Job arrived at CPU.
48943,390,Job started at CPU.
48956,390,Job finished at CPU.
48956,390,Going to disk
48956,390,Arrived at disk 1
49001,121,Job finished at disk 2.
49001,121,Returning to CPU
49001,40,Job started at disk 2.
49001,121,Job arrived at CPU.
49001,121,Job started at CPU.
49013,135,Job finished at disk 1.
49013,135,Returning to CPU
49013,16,Job started at disk 1.
49013,135,Job arrived at CPU.
49014,121,Job finished at CPU.
49014,121,Going to disk
49014,135,Job started at CPU.
49014,121,Arrived at disk 2
49029,135,Job finished at CPU.
49029,135,Going to disk
49029,135,Arrived at disk 1
49057,391,Job arrived at CPU.
49057,391,Job started at CPU.
49069,391,Job finished at CPU.
49069,391,Going to disk
49069,391,Arrived at disk 2
49191,392,Job arrived at CPU.
49191,392,Job started at CPU.
49205,392,Job finished at CPU.
49205,392,Going to disk
49205,392,Arrived at disk 1
49294,393,Job arrived at CPU.
49294,393,Job started at CPU.
49305,393,Job finished at CPU.
49305,393,Job complete.
49417,394,Job arrived at CPU.
49417,394,Job started at CPU.
49431,394,Job finished at CPU.
49431,394,Going to disk
49431,394,Arrived at disk 2
49540,395,Job arrived at CPU.
49540,395,Job started at CPU.
49550,395,Job finished at CPU.
49550,395,Going to disk
49550,395,Arrived at disk 1
49654,396,Job arrived at CPU.
49654,396,Job started at CPU.
49663,16,Job finished at disk 1.
49663,16,Returning to CPU
49663,142,Job started at disk 1.
49663,16,Job arrived at CPU.
49669,396,Job finished at CPU.
49669,396,Going to disk
49669,16,Job started at CPU.
49669,396,Arrived at disk 1
49683,16,Job finished at CPU.
49683,16,Job complete.
49766,397,Job arrived at CPU.
49766,397,Job started at CPU.
49779,397,Job finished at CPU.
49779,397,Job complete.
49809,40,Job finished at disk 2.
49809,40,Returning to CPU
49809,123,Job started at disk 2.
49809,40,Job arrived at CPU.
49809,40,Job started at CPU.
49822,40,Job finished at CPU.
49822,40,Going to disk
49822,40,Arrived at disk 2
49916,398,Job arrived at CPU.
49916,398,Job started at CPU.
49931,398,Job finished at CPU.
49931,398,Going to disk
49931,398,Arrived at disk 2
50062,399,Job arrived at CPU.
50062,399,Job started at CPU.
50076,399,Job finished at CPU.
50076,399,Going to disk
50076,399,Arrived at disk 1
50180,400,Job arrived at CPU.
50180,400,Job started at CPU.
50193,400,Job finished at CPU.
50193,400,Job complete.
50222,142,Job finished at disk 1.
50222,142,Returning to CPU
50222,144,Job started at disk 1.
50222,142,Job arrived at CPU.
50222,142,Job started at CPU.
50235,142,Job finished at CPU.
50235,142,Going to disk
50235,142,Arrived at disk 1
50310,401,Job arrived at CPU.
50310,401,Job started at CPU.
50324,401,Job finished at CPU.
50324,401,Going to disk
50324,401,Arrived at disk 2
50411,123,Job finished at disk 2.
50411,123,Returning to CPU
50411,125,Job started at disk 2.
50411,123,Job arrived at CPU.
50411,123,Job started at CPU.
50421,123,Job finished at CPU.
50421,123,Job complete.
50432,402,Job arrived at CPU.
50432,402,Job started at CPU.
50442,402,Job finished at CPU.
50442,402,Going to disk
50442,402,Arrived at disk 2
50574,403,Job arrived at CPU.
50574,403,Job started at CPU.
50584,403,Job finished at CPU.
50584,403,Going to disk
50584,403,Arrived at disk 1
50718,404,Job arrived at CPU.
50718,404,Job started at CPU.
50733,404,Job finished at CPU.
50733,404,Going to disk
50733,404,Arrived at disk 2
50833,405,Job arrived at CPU.
50833,405,Job started at CPU.
50847,405,Job finished at CPU.
50847,405,Going to disk
50847,405,Arrived at disk 1
50905,144,Job finished at disk 1.
50905,144,Returning to CPU
50905,50,Job started at disk 1.
50905,144,Job arrived at CPU.
50905,144,Job started at CPU.
50918,144,Job finished at CPU.
50918,144,Going to disk
50918,144,Arrived at disk 1
50948,406,Job arrived at CPU.
50948,406,Job started at CPU.
50960,406,Job finished at CPU.
50960,406,Job complete.
51066,407,Job arrived at CPU.
51066,407,Job started at CPU.
51077,407,Job finished at CPU.
51077,407,Going to disk
51077,407,Arrived at disk 2
51167,408,Job arrived at CPU.
51167,408,Job started at CPU.
51173,125,Job finished at disk 2.
51173,125,Returning to CPU
51173,128,Job started at disk 2.
51173,125,Job arrived at CPU.
51178,408,Job finished at CPU.
51178,408,Going to disk
51178,125,Job started at CPU.
51178,408,Arrived at disk 2
51190,125,Job finished at CPU.
51190,125,Job complete.
51280,409,Job arrived at CPU.
51280,409,Job started at CPU.
51295,409,Job finished at CPU.
51295,409,Going to disk
51295,409,Arrived at disk 1
51420,410,Job arrived at CPU.
51420,410,Job started at CPU.
51431,410,Job finished at CPU.
51431,410,Going to disk
51431,410,Arrived at disk 2
51497,50,Job finished at disk 1.
51497,50,Returning to CPU
51497,147,Job started at disk 1.
51497,50,Job arrived at CPU.
51497,50,Job started at CPU.
51509,50,Job finished at CPU.
51509,50,Job complete.
51528,411,Job arrived at CPU.
51528,411,Job started at CPU.
51538,411,Job finished at CPU.
51538,411,Going to disk
51538,411,Arrived at disk 1
51640,412,Job arrived at CPU.
51640,412,Job started at CPU.
51655,412,Job finished at CPU.
51655,412,Going to disk
51655,412,Arrived at disk 1
51741,413,Job arrived at CPU.
51741,413,Job started at CPU.
51755,413,Job finished at CPU.
51755,413,Job complete.
51836,128,Job finished at disk 2.
51836,128,Returning to CPU
51836,42,Job started at disk 2.
51836,128,Job arrived at CPU.
51836,128,Job started at CPU.
51847,128,Job finished at CPU.
51847,128,Job complete.
51868,414,Job arrived at CPU.
51868,414,Job started at CPU.
51880,414,Job finished at CPU.
51880,414,Going to disk
51880,414,Arrived at disk 2
51984,415,Job arrived at CPU.
51984,415,Job started at CPU.
51994,415,Job finished at CPU.
51994,415,Job complete.
52122,416,Job arrived at CPU.
52122,416,Job started at CPU.
52132,416,Job finished at CPU.
52132,416,Going to disk
52132,416,Arrived at disk 2
52246,417,Job arrived at CPU.
52246,417,Job started at CPU.
52261,417,Job finished at CPU.
52261,417,Going to disk
52261,417,Arrived at disk 1
52295,147,Job finished at disk 1.
52295,147,Returning to CPU
52295,149,Job started at disk 1.
52295,147,Job arrived at CPU.
52295,147,Job started at CPU.
52307,147,Job finished at CPU.
52307,147,Going to disk
52307,147,Arrived at disk 1
52370,418,Job arrived at CPU.
52370,418,Job started at CPU.
52385,418,Job finished at CPU.
52385,418,Going to disk
52385,418,Arrived at disk 2
52492,42,Job finished at disk 2.
52492,42,Returning to CPU
52492,132,Job started at disk 2.
52492,419,Job arrived at CPU.
52492,419,Job started at CPU.
52492,42,Job arrived at CPU.
52506,419,Job finished at CPU.
52506,419,Job complete.
52506,42,Job started at CPU.
52516,42,Job finished at CPU.
52516,42,Job complete.
52596,420,Job arrived at CPU.
52596,420,Job started at CPU.
52608,420,Job finished at CPU.
52608,420,Going to disk
52608,420,Arrived at disk 2
52725,421,Job arrived at CPU.
52725,421,Job started at CPU.
52735,421,Job finished at CPU.
52735,421,Going to disk
52735,421,Arrived at disk 1
52865,422,Job arrived at CPU.
52865,422,Job started at CPU.
52876,422,Job finished at CPU.
52876,422,Job complete.
52978,423,Job arrived at CPU.
52978,423,Job started at CPU.
52991,423,Job finished at CPU.
52991,423,Going to disk
52991,423,Arrived at disk 2
53040,149,Job finished at disk 1.
53040,149,Returning to CPU
53040,52,Job started at disk 1.
53040,149,Job arrived at CPU.
53040,149,Job started at CPU.
53051,149,Job finished at CPU.
53051,149,Going to disk
53051,149,Arrived at disk 1
53125,424,Job arrived at CPU.
53125,424,Job started at CPU.
53135,424,Job finished at CPU.
53135,424,Going to disk
53135,424,Arrived at disk 1
53245,425,Job arrived at CPU.
53245,425,Job started at CPU.
53257,425,Job finished at CPU.
53257,425,Going to disk
53257,425,Arrived at disk 2
53305,132,Job finished at disk 2.
53305,132,Returning to CPU
53305,134,Job started at disk 2.
53305,132,Job arrived at CPU.
53305,132,Job started at CPU.
53318,132,Job finished at CPU.
53318,132,Going to disk
53318,132,Arrived at disk 2
53346,426,Job arrived at CPU.
53346,426,Job started at CPU.
53357,426,Job finished at CPU.
53357,426,Going to disk
53357,426,Arrived at disk 1
53467,427,Job arrived at CPU.
53467,427,Job started at CPU.
53478,427,Job finished at CPU.
53478,427,Going to disk
53478,427,Arrived at disk 2
53613,428,Job arrived at CPU.
53613,428,Job started at CPU.
53628,428,Job finished at CPU.
53628,428,Going to disk
53628,428,Arrived at disk 1
53722,52,Job finished at disk 1.
53722,52,Returning to CPU
53722,153,Job started at disk 1.
53722,52,Job arrived at CPU.
53722,52,Job started at CPU.
53726,429,Job arrived at CPU.
53733,52,Job finished at CPU.
53733,52,Going to disk
53733,429,Job started at CPU.
53733,52,Arrived at disk 1
53745,429,Job finished at CPU.
53745,429,Going to disk
53745,429,Arrived at disk 2
53869,430,Job arrived at CPU.
53869,430,Job started at CPU.
53882,430,Job finished at CPU.
53882,430,Going to disk
53882,430,Arrived at disk 1
54003,431,Job arrived at CPU.
54003,431,Job started at CPU.
54018,431,Job finished at CPU.
54018,431,Going to disk
54018,431,Arrived at disk 2
54115,134,Job finished at disk 2.
54115,134,Returning to CPU
54115,13,Job started at disk 2.
54115,134,Job arrived at CPU.
54115,134,Job started at CPU.
54129,134,Job finished at CPU.
54129,134,Going to disk
54129,134,Arrived at disk 2
54149,432,Job arrived at CPU.
54149,432,Job started at CPU.
54159,432,Job finished at CPU.
54159,432,Going to disk
54159,432,Arrived at disk 1
54292,433,Job arrived at CPU.
54292,433,Job started at CPU.
54303,433,Job finished at CPU.
54303,433,Going to disk
54303,433,Arrived at disk 2
54438,434,Job arrived at CPU.
54438,434,Job started at CPU.
54448,434,Job finished at CPU.
54448,434,Going to disk
54448,434,Arrived at disk 1
54505,153,Job finished at disk 1.
54505,153,Returning to CPU
54505,155,Job started at disk 1.
54505,153,Job arrived at CPU.
54505,153,Job started at CPU.
54518,153,Job finished at CPU.
54518,153,Going to disk
54518,153,Arrived at disk 1
54542,435,Job arrived at CPU.
54542,435,Job started at CPU.
54555,435,Job finished at CPU.
54555,435,Going to disk
54555,435,Arrived at disk 2
54655,436,Job arrived at CPU.
54655,436,Job started at CPU.
54665,436,Job finished at CPU.
54665,436,Job complete.
54775,437,Job arrived at CPU.
54775,437,Job started at CPU.
54786,437,Job finished at CPU.
54786,437,Going to disk
54786,437,Arrived at disk 1
54873,13,Job finished at disk 2.
54873,13,Returning to CPU
54873,140,Job started at disk 2.
54873,13,Job arrived at CPU.
54873,13,Job started at CPU.
54888,13,Job finished at CPU.
54888,13,Going to disk
54888,13,Arrived at disk 2
54897,438,Job arrived at CPU.
54897,438,Job started at CPU.
54912,438,Job finished at CPU.
54912,438,Going to disk
54912,438,Arrived at disk 2
55017,439,Job arrived at CPU.
55017,439,Job started at CPU.
55032,439,Job finished at CPU.
55032,439,Going to disk
55032,439,Arrived at disk 1
55158,440,Job arrived at CPU.
55158,440,Job started at CPU.
55168,440,Job finished at CPU.
55168,440,Job complete.
55244,155,Job finished at disk 1.
55244,155,Returning to CPU
55244,157,Job started at disk 1.
55244,155,Job arrived at CPU.
55244,155,Job started at CPU.
55258,155,Job finished at CPU.
55258,155,Going to disk
55258,155,Arrived at disk 1
55308,441,Job arrived at CPU.
55308,441,Job started at CPU.
55323,441,Job finished at CPU.
55323,441,Going to disk
55323,441,Arrived at disk 2
55429,442,Job arrived at CPU.
55429,442,Job started at CPU.
55441,442,Job finished at CPU.
55441,442,Job complete.
55567,443,Job arrived at CPU.
55567,443,Job started at CPU.
55581,443,Job finished at CPU.
55581,443,Going to disk
55581,443,Arrived at disk 1
55646,140,Job finished at disk 2.
55646,140,Returning to CPU
55646,143,Job started at disk 2.
55646,140,Job arrived at CPU.
55646,140,Job started at CPU.
55658,140,Job finished at CPU.
55658,140,Job complete.
55669,444,Job arrived at CPU.
55669,444,Job started at CPU.
55680,444,Job finished at CPU.
55680,444,Job complete.
55779,445,Job arrived at CPU.
55779,445,Job started at CPU.
55792,445,Job finished at CPU.
55792,445,Going to disk
55792,445,Arrived at disk 2
55903,157,Job finished at disk 1.
55903,157,Returning to CPU
55903,20,Job started at disk 1.
55903,157,Job arrived at CPU.
55903,157,Job started at CPU.
55918,157,Job finished at CPU.
55918,157,Going to disk
55918,157,Arrived at disk 1
55924,446,Job arrived at CPU.
55924,446,Job started at CPU.
55936,446,Job finished at CPU.
55936,446,Going to disk
55936,446,Arrived at disk 2
56060,447,Job arrived at CPU.
56060,447,Job started at CPU.
56074,447,Job finished at CPU.
56074,447,Going to disk
56074,447,Arrived at disk 1
56199,448,Job arrived at CPU.
56199,448,Job started at CPU.
56214,448,Job finished at CPU.
56214,448,Job complete.
56295,143,Job finished at disk 2.
56295,143,Returning to CPU
56295,46,Job started at disk 2.
56295,143,Job arrived at CPU.
56295,143,Job started at CPU.
56310,143,Job finished at CPU.
56310,143,Going to disk
56310,143,Arrived at disk 2
56348,449,Job arrived at CPU.
56348,449,Job started at CPU.
56358,449,Job finished at CPU.
56358,449,Going to disk
56358,449,Arrived at disk 2
56494,450,Job arrived at CPU.
56494,450,Job started at CPU.
56507,450,Job finished at CPU.
56507,450,Going to disk
56507,450,Arrived at disk 1
56602,451,Job arrived at CPU.
56602,451,Job started at CPU.
56612,451,Job finished at CPU.
56612,451,Going to disk
56612,451,Arrived at disk 2
56626,20,Job finished at disk 1.
56626,20,Returning to CPU
56626,159,Job started at disk 1.
56626,20,Job arrived at CPU.
56626,20,Job started at CPU.
56636,20,Job finished at CPU.
56636,20,Going to disk
56636,20,Arrived at disk 1
56729,452,Job arrived at CPU.
56729,452,Job started at CPU.
56741,452,Job finished at CPU.
56741,452,Going to disk
56741,452,Arrived at disk 1
56837,453,Job arrived at CPU.
56837,453,Job started at CPU.
56850,453,Job finished at CPU.
56850,453,Job complete.
56960,454,Job arrived at CPU.
56960,454,Job started at CPU.
56970,454,Job finished at CPU.
56970,454,Going to disk
56970,454,Arrived at disk 2
57091,455,Job arrived at CPU.
57091,455,Job started at CPU.
57101,455,Job finished at CPU.
57101,455,Going to disk
57101,455,Arrived at disk 1
57167,46,Job finished at disk 2.
57167,46,Returning to CPU
57167,145,Job started at disk 2.
57167,46,Job arrived at CPU.
57167,46,Job started at CPU.
57178,46,Job finished at CPU.
57178,46,Going to disk
57178,46,Arrived at disk 2
57198,456,Job arrived at CPU.
57198,456,Job started at CPU.
57212,456,Job finished at CPU.
57212,456,Job complete.
57331,457,Job arrived at CPU.
57331,457,Job started at CPU.
57341,457,Job finished at CPU.
57341,457,Going to disk
57341,457,Arrived at disk 2
57406,159,Job finished at disk 1.
57406,159,Returning to CPU
57406,161,Job started at disk 1.
57406,159,Job arrived at CPU.
57406,159,Job started at CPU.
57421,159,Job finished at CPU.
57421,159,Going to disk
57421,159,Arrived at disk 1
57461,458,Job arrived at CPU.
57461,458,Job started at CPU.
57473,458,Job finished at CPU.
57473,458,Job complete.
57576,459,Job arrived at CPU.
57576,459,Job started at CPU.
57589,459,Job finished at CPU.
57589,459,Going to disk
57589,459,Arrived at disk 1
57709,460,Job arrived at CPU.
57709,460,Job started at CPU.
57723,460,Job finished at CPU.
57723,460,Going to disk
57723,460,Arrived at disk 2
57850,461,Job arrived at CPU.
57850,461,Job started at CPU.
57863,461,Job finished at CPU.
57863,461,Going to disk
57863,461,Arrived at disk 1
57876,145,Job finished at disk 2.
57876,145,Returning to CPU
57876,148,Job started at disk 2.
57876,145,Job arrived at CPU.
57876,145,Job started at CPU.
57886,145,Job finished at CPU.
57886,145,Going to disk
57886,145,Arrived at disk 2
57977,462,Job arrived at CPU.
57977,462,Job started at CPU.
57988,462,Job finished at CPU.
57988,462,Going to disk
57988,462,Arrived at disk 2
58098,161,Job finished at disk 1.
58098,161,Returning to CPU
58098,55,Job started at disk 1.
58098,161,Job arrived at CPU.
58098,161,Job started at CPU.
58099,463,Job arrived at CPU.
58108,161,Job finished at CPU.
58108,161,Going to disk
58108,463,Job started at CPU.
58108,161,Arrived at disk 1
58118,463,Job finished at CPU.
58118,463,Job complete.
58225,464,Job arrived at CPU.
58225,464,Job started at CPU.
58239,464,Job finished at CPU.
58239,464,Going to disk
58239,464,Arrived at disk 1
58364,465,Job arrived at CPU.
58364,465,Job started at CPU.
58378,465,Job finished at CPU.
58378,465,Going to disk
58378,465,Arrived at disk 2
58495,466,Job arrived at CPU.
58495,466,Job started at CPU.
58510,466,Job finished at CPU.
58510,466,Going to disk
58510,466,Arrived at disk 1
58624,467,Job arrived at CPU.
58624,467,Job started at CPU.
58637,467,Job finished at CPU.
58637,467,Job complete.
58742,468,Job arrived at CPU.
58742,468,Job started at CPU.
58752,148,Job finished at disk 2.
58752,148,Returning to CPU
58752,150,Job started at disk 2.
58752,148,Job arrived at CPU.
58755,468,Job finished at CPU.
58755,468,Going to disk
58755,148,Job started at CPU.
58755,468,Arrived at disk 2
58769,148,Job finished at CPU.
58769,148,Going to disk
58769,148,Arrived at disk 2
58777,55,Job finished at disk 1.
58777,55,Returning to CPU
58777,165,Job started at disk 1.
58777,55,Job arrived at CPU.
58777,55,Job started at CPU.
58791,55,Job finished at CPU.
58791,55,Going to disk
58791,55,Arrived at disk 1
58882,469,Job arrived at CPU.
58882,469,Job started at CPU.
58897,469,Job finished at CPU.
58897,469,Going to disk
58897,469,Arrived at disk 1
58989,470,Job arrived at CPU.
58989,470,Job started at CPU.
59002,470,Job finished at CPU.
59002,470,Going to disk
59002,470,Arrived at disk 2
59113,471,Job arrived at CPU.
59113,471,Job started at CPU.
59127,471,Job finished at CPU.
59127,471,Going to disk
59127,471,Arrived at disk 1
59256,472,Job arrived at CPU.
59256,472,Job started at CPU.
59267,472,Job finished at CPU.
59267,472,Going to disk
59267,472,Arrived at disk 2
59364,473,Job arrived at CPU.
59364,473,Job started at CPU.
59375,473,Job finished at CPU.
59375,473,Going to disk
59375,473,Arrived at disk 1
59453,150,Job finished at disk 2.
59453,150,Returning to CPU
59453,152,Job started at disk 2.
59453,150,Job arrived at CPU.
59453,150,Job started at CPU.
59464,474,Job arrived at CPU.
59468,150,Job finished at CPU.
59468,150,Job complete.
59468,474,Job started at CPU.
59478,474,Job finished at CPU.
59478,474,Going to disk
59478,474,Arrived at disk 2
59534,165,Job finished at disk 1.
59534,165,Returning to CPU
59534,167,Job started at disk 1.
59534,165,Job arrived at CPU.
59534,165,Job started at CPU.
59545,165,Job finished at CPU.
59545,165,Going to disk
59545,165,Arrived at disk 1
59602,475,Job arrived at CPU.
59602,475,Job started at CPU.
59615,475,Job finished at CPU.
59615,475,Going to disk
59615,475,Arrived at disk 2
59751,476,Job arrived at CPU.
59751,476,Job started at CPU.
59765,476,Job finished at CPU.
59765,476,Going to disk
59765,476,Arrived at disk 1
59871,477,Job arrived at CPU.
59871,477,Job started at CPU.
59884,477,Job finished at CPU.
59884,477,Going to disk
59884,477,Arrived at disk 2
60013,478,Job arrived at CPU.
60013,478,Job started at CPU.
60025,478,Job finished at CPU.
60025,478,Going to disk
60025,478,Arrived at disk 1
60141,479,Job arrived at CPU.
60141,479,Job started at CPU.
60152,479,Job finished at CPU.
60152,479,Going to disk
60152,479,Arrived at disk 2
60248,480,Job arrived at CPU.
60248,480,Job started at CPU.
60260,480,Job finished at CPU.
60260,480,Job complete.
60262,167,Job finished at disk 1.
60262,167,Returning to CPU
60262,168,Job started at disk 1.
60262,167,Job arrived at CPU.
60262,167,Job started at CPU.
60267,152,Job finished at disk 2.
60267,152,Returning to CPU
60267,154,Job started at disk 2.
60267,152,Job arrived at CPU.
60275,167,Job finished at CPU.
60275,167,Going to disk
60275,152,Job started at CPU.
60275,167,Arrived at disk 1
60286,152,Job finished at CPU.
60286,152,Going to disk
60286,152,Arrived at disk 2
60387,481,Job arrived at CPU.
60387,481,Job started at CPU.
60398,481,Job finished at CPU.
60398,481,Going to disk
60398,481,Arrived at disk 1
60497,482,Job arrived at CPU.
60497,482,Job started at CPU.
60509,482,Job finished at CPU.
60509,482,Job complete.
60621,483,Job arrived at CPU.
60621,483,Job started at CPU.
60633,483,Job finished at CPU.
60633,483,Going to disk
60633,483,Arrived at disk 2
60756,484,Job arrived at CPU.
60756,484,Job started at CPU.
60766,484,Job finished at CPU.
60766,484,Going to disk
60766,484,Arrived at disk 1
60903,485,Job arrived at CPU.
60903,485,Job started at CPU.
60914,154,Job finished at disk 2.
60914,154,Returning to CPU
60914,156,Job started at disk 2.
60914,154,Job arrived at CPU.
60916,485,Job finished at CPU.
60916,485,Job complete.
60916,154,Job started at CPU.
60926,154,Job finished at CPU.
60926,154,Going to disk
60926,154,Arrived at disk 2
61019,486,Job arrived at CPU.
61019,486,Job started at CPU.
61030,486,Job finished at CPU.
61030,486,Job complete.
61042,168,Job finished at disk 1.
61042,168,Returning to CPU
61042,171,Job started at disk 1.
61042,168,Job arrived at CPU.
61042,168,Job started at CPU.
61057,168,Job finished at CPU.
61057,168,Going to disk
61057,168,Arrived at disk 1
61150,487,Job arrived at CPU.
61150,487,Job started at CPU.
61164,487,Job finished at CPU.
61164,487,Going to disk
61164,487,Arrived at disk 2
61280,488,Job arrived at CPU.
61280,488,Job started at CPU.
61295,488,Job finished at CPU.
61295,488,Going to disk
61295,488,Arrived at disk 1
61430,489,Job arrived at CPU.
61430,489,Job started at CPU.
61441,489,Job finished at CPU.
61441,489,Going to disk
61441,489,Arrived at disk 2
61535,490,Job arrived at CPU.
61535,490,Job started at CPU.
61550,490,Job finished at CPU.
61550,490,Going to disk
61550,490,Arrived at disk 1
61675,491,Job arrived at CPU.
61675,491,Job started at CPU.
61685,491,Job finished at CPU.
61685,491,Going to disk
61685,491,Arrived at disk 2
61745,156,Job finished at disk 2.
61745,156,Returning to CPU
61745,51,Job started at disk 2.
61745,156,Job arrived at CPU.
61745,156,Job started at CPU.
61760,156,Job finished at CPU.
61760,156,Going to disk
61760,156,Arrived at disk 2
61789,492,Job arrived at CPU.
61789,492,Job started at CPU.
61801,492,Job finished at CPU.
61801,492,Going to disk
61801,492,Arrived at disk 1
61818,171,Job finished at disk 1.
61818,171,Returning to CPU
61818,7,Job started at disk 1.
61818,171,Job arrived at CPU.
61818,171,Job started at CPU.
61833,171,Job finished at CPU.
61833,171,Going to disk
61833,171,Arrived at disk 1
61902,493,Job arrived at CPU.
61902,493,Job started at CPU.
61917,493,Job finished at CPU.
61917,493,Going to disk
61917,493,Arrived at disk 2
62004,494,Job arrived at CPU.
62004,494,Job started at CPU.
62019,494,Job finished at CPU.
62019,494,Going to disk
62019,494,Arrived at disk 1
62112,495,Job arrived at CPU.
62112,495,Job started at CPU.
62125,495,Job finished at CPU.
62125,495,Going to disk
62125,495,Arrived at disk 2
62247,496,Job arrived at CPU.
62247,496,Job started at CPU.
62261,496,Job finished at CPU.
62261,496,Going to disk
62261,496,Arrived at disk 1
62369,497,Job arrived at CPU.
62369,497,Job started at CPU.
62382,497,Job finished at CPU.
62382,497,Going to disk
62382,497,Arrived at disk 2
62452,51,Job finished at disk 2.
62452,51,Returning to CPU
62452,158,Job started at disk 2.
62452,51,Job arrived at CPU.
62452,51,Job started at CPU.
62464,51,Job finished at CPU.
62464,51,Going to disk
62464,51,Arrived at disk 2
62493,7,Job finished at disk 1.
62493,7,Returning to CPU
62493,174,Job started at disk 1.
62493,7,Job arrived at CPU.
62493,7,Job started at CPU.
62506,7,Job finished at CPU.
62506,7,Going to disk
62506,7,Arrived at disk 1
62511,498,Job arrived at CPU.
62511,498,Job started at CPU.
62522,498,Job finished at CPU.
62522,498,Going to disk
62522,498,Arrived at disk 1
62653,499,Job arrived at CPU.
62653,499,Job started at CPU.
62668,499,Job finished at CPU.
62668,499,Going to disk
62668,499,Arrived at disk 2
62753,500,Job arrived at CPU.
62753,500,Job started at CPU.
62764,500,Job finished at CPU.
62764,500,Going to disk
62764,500,Arrived at disk 1
62880,501,Job arrived at CPU.
62880,501,Job started at CPU.
62891,501,Job finished at CPU.
62891,501,Going to disk
62891,501,Arrived at disk 2
63002,502,Job arrived at CPU.
63002,502,Job started at CPU.
63014,502,Job finished at CPU.
63014,502,Going to disk
63014,502,Arrived at disk 1
63133,158,Job finished at disk 2.
63133,158,Returning to CPU
63133,160,Job started at disk 2.
63133,158,Job arrived at CPU.
63133,158,Job started at CPU.
63138,174,Job finished at disk 1.
63138,174,Returning to CPU
63138,178,Job started at disk 1.
63138,174,Job arrived at CPU.
63143,158,Job finished at CPU.
63143,158,Going to disk
63143,174,Job started at CPU.
63143,158,Arrived at disk 2
63149,503,Job arrived at CPU.
63153,174,Job finished at CPU.
63153,174,Going to disk
63153,503,Job started at CPU.
63153,174,Arrived at disk 1
63164,503,Job finished at CPU.
63164,503,Going to disk
63164,503,Arrived at disk 2
63265,504,Job arrived at CPU.
63265,504,Job started at CPU.
63275,504,Job finished at CPU.
63275,504,Job complete.
63388,505,Job arrived at CPU.
63388,505,Job started at CPU.
63398,505,Job finished at CPU.
63398,505,Going to disk
63398,505,Arrived at disk 1
63509,506,Job arrived at CPU.
63509,506,Job started at CPU.
63521,506,Job finished at CPU.
63521,506,Going to disk
63521,506,Arrived at disk 2
63647,507,Job arrived at CPU.
63647,507,Job started at CPU.
63661,507,Job finished at CPU.
63661,507,Going to disk
63661,507,Arrived at disk 1
63703,178,Job finished at disk 1.
63703,178,Returning to CPU
63703,60,Job started at disk 1.
63703,178,Job arrived at CPU.
63703,178,Job started at CPU.
63718,178,Job finished at CPU.
63718,178,Going to disk
63718,178,Arrived at disk 1
63756,508,Job arrived at CPU.
63756,508,Job started at CPU.
63770,508,Job finished at CPU.
63770,508,Job complete.
63775,160,Job finished at disk 2.
63775,160,Returning to CPU
63775,163,Job started at disk 2.
63775,160,Job arrived at CPU.
63775,160,Job started at CPU.
63787,160,Job finished at CPU.
63787,160,Going to disk
63787,160,Arrived at disk 2
63860,509,Job arrived at CPU.
63860,509,Job started at CPU.
63875,509,Job finished at CPU.
63875,509,Job complete.
63982,510,Job arrived at CPU.
63982,510,Job started at CPU.
63995,510,Job finished at CPU.
63995,510,Going to disk
63995,510,Arrived at disk 2
64130,511,Job arrived at CPU.
64130,511,Job started at CPU.
64140,511,Job finished at CPU.
64140,511,Going to disk
64140,511,Arrived at disk 1
64239,512,Job arrived at CPU.
64239,512,Job started at CPU.
64249,512,Job finished at CPU.
64249,512,Going to disk
64249,512,Arrived at disk 2
64344,513,Job arrived at CPU.
64344,513,Job started at CPU.
64354,513,Job finished at CPU.
64354,513,Going to disk
64354,513,Arrived at disk 1
64457,60,Job finished at disk 1.
64457,60,Returning to CPU
64457,181,Job started at disk 1.
64457,60,Job arrived at CPU.
64457,60,Job started at CPU.
64467,60,Job finished at CPU.
64467,60,Job complete.
64483,514,Job arrived at CPU.
64483,514,Job started at CPU.
64497,514,Job finished at CPU.
64497,514,Going to disk
64497,514,Arrived at disk 1
64566,163,Job finished at disk 2.
64566,163,Returning to CPU
64566,17,Job started at disk 2.
64566,163,Job arrived at CPU.
64566,163,Job started at CPU.
64579,163,Job finished at CPU.
64579,163,Going to disk
64579,163,Arrived at disk 2
64611,515,Job arrived at CPU.
64611,515,Job started at CPU.
64626,515,Job finished at CPU.
64626,515,Going to disk
64626,515,Arrived at disk 2
64730,516,Job arrived at CPU.
64730,516,Job started at CPU.
64744,516,Job finished at CPU.
64744,516,Going to disk
64744,516,Arrived at disk 1
64841,517,Job arrived at CPU.
64841,517,Job started at CPU.
64852,517,Job finished at CPU.
64852,517,Going to disk
64852,517,Arrived at disk 2
64955,518,Job arrived at CPU.
64955,518,Job started at CPU.
64969,518,Job finished at CPU.
64969,518,Going to disk
