Time,PID,Event
16191,45,Job started at CPU.
16201,45,Job finished at CPU.
16201,45,Going to disk
16201,45,Arrived at disk 1
16243,130,Job arrived at CPU.
16243,130,Job started at CPU.
16253,130,Job finished at CPU.
16253,130,Going to disk
16253,130,Arrived at disk 1
16387,131,Job arrived at CPU.
16387,131,Job started at CPU.
16399,131,Job finished at CPU.
16399,131,Job complete.
16493,132,Job arrived at CPU.
16493,132,Job started at CPU.
16507,132,Job finished at CPU.
16507,132,Going to disk
16507,132,Arrived at disk 2
16604,133,Job arrived at CPU.
16604,133,Job started at CPU.
16617,133,Job finished at CPU.
16617,133,Job complete.
16717,44,Job finished at disk 2.
16717,44,Returning to CPU
16717,13,Job started at disk 2.
16717,44,Job arrived at CPU.
16717,44,Job started at CPU.
16731,44,Job finished at CPU.
16731,44,Job complete.
16745,134,Job arrived at CPU.
16745,134,Job started at CPU.
16760,134,Job finished at CPU.
16760,134,Going to disk
16760,134,Arrived at disk 2
16815,47,Job finished at disk 1.
16815,47,Returning to CPU
16815,16,Job started at disk 1.
16815,47,Job arrived at CPU.
16815,47,Job started at CPU.
16825,47,Job finished at CPU.
16825,47,Going to disk
16825,47,Arrived at disk 1
16858,135,Job arrived at CPU.
16858,135,Job started at CPU.
16871,135,Job finished at CPU.
16871,135,Going to disk
16871,135,Arrived at disk 1
16962,136,Job arrived at CPU.
16962,136,Job started at CPU.
16977,136,Job finished at CPU.
16977,136,Job complete.
17093,137,Job arrived at CPU.
17093,137,Job started at CPU.
17106,137,Job finished at CPU.
17106,137,Job complete.
17239,138,Job arrived at CPU.
17239,138,Job started at CPU.
17253,138,Job finished at CPU.
17253,138,Job complete.
17348,16,Job finished at disk 1.
17348,16,Returning to CPU
17348,50,Job started at disk 1.
17348,16,Job arrived at CPU.
17348,16,Job started at CPU.
17359,16,Job finished at CPU.
17359,16,Going to disk
17359,16,Arrived at disk 1
17372,139,Job arrived at CPU.
17372,139,Job started at CPU.
17382,139,Job finished at CPU.
17382,139,Job complete.
17401,13,Job finished at disk 2.
17401,13,Returning to CPU
17401,46,Job started at disk 2.
17401,13,Job arrived at CPU.
17401,13,Job started at CPU.
17412,13,Job finished at CPU.
17412,13,Going to disk
17412,13,Arrived at disk 2
17481,140,Job arrived at CPU.
17481,140,Job started at CPU.
17492,140,Job finished at CPU.
17492,140,Going to disk
17492,140,Arrived at disk 2
17586,141,Job arrived at CPU.
17586,141,Job started at CPU.
17596,141,Job finished at CPU.
17596,141,Job complete.
17690,142,Job arrived at CPU.
17690,142,Job started at CPU.
17705,142,Job finished at CPU.
17705,142,Going to disk
17705,142,Arrived at disk 1
17832,143,Job arrived at CPU.
17832,143,Job started at CPU.
17842,143,Job finished at CPU.
17842,143,Going to disk
17842,143,Arrived at disk 2
17961,144,Job arrived at CPU.
17961,144,Job started at CPU.
17976,144,Job finished at CPU.
17976,144,Going to disk
17976,144,Arrived at disk 1
18036,46,Job finished at disk 2.
18036,46,Returning to CPU
18036,49,Job started at disk 2.
18036,46,Job arrived at CPU.
18036,46,Job started at CPU.
18048,46,Job finished at CPU.
18048,46,Going to disk
18048,46,Arrived at disk 2
18097,145,Job arrived at CPU.
18097,145,Job started at CPU.
18107,145,Job finished at CPU.
18107,145,Going to disk
18107,145,Arrived at disk 2
18143,50,Job finished at disk 1.
18143,50,Returning to CPU
18143,52,Job started at disk 1.
18143,50,Job arrived at CPU.
18143,50,Job started at CPU.
18157,50,Job finished at CPU.
18157,50,Going to disk
18157,50,Arrived at disk 1
18221,146,Job arrived at CPU.
18221,146,Job started at CPU.
18232,146,Job finished at CPU.
18232,146,Job complete.
18361,147,Job arrived at CPU.
18361,147,Job started at CPU.
18374,147,Job finished at CPU.
18374,147,Going to disk
18374,147,Arrived at disk 1
18470,148,Job arrived at CPU.
18470,148,Job started at CPU.
18484,148,Job finished at CPU.
18484,148,Going to disk
18484,148,Arrived at disk 2
18586,149,Job arrived at CPU.
18586,149,Job started at CPU.
18598,149,Job finished at CPU.
18598,149,Going to disk
18598,149,Arrived at disk 1
18706,150,Job arrived at CPU.
18706,150,Job started at CPU.
18718,150,Job finished at CPU.
18718,150,Going to disk
18718,150,Arrived at disk 2
18850,151,Job arrived at CPU.
18850,151,Job started at CPU.
18861,151,Job finished at CPU.
18861,151,Job complete.
18875,49,Job finished at disk 2.
18875,49,Returning to CPU
18875,51,Job started at disk 2.
18875,49,Job arrived at CPU.
18875,49,Job started at CPU.
18888,49,Job finished at CPU.
18888,49,Job complete.
18930,52,Job finished at disk 1.
18930,52,Returning to CPU
18930,20,Job started at disk 1.
18930,52,Job arrived at CPU.
18930,52,Job started at CPU.
18943,52,Job finished at CPU.
18943,52,Going to disk
18943,52,Arrived at disk 1
18990,152,Job arrived at CPU.
18990,152,Job started at CPU.
19004,152,Job finished at CPU.
19004,152,Going to disk
19004,152,Arrived at disk 2
19128,153,Job arrived at CPU.
19128,153,Job started at CPU.
19140,153,Job finished at CPU.
19140,153,Going to disk
19140,153,Arrived at disk 1
19259,154,Job arrived at CPU.
19259,154,Job started at CPU.
19274,154,Job finished at CPU.
19274,154,Going to disk
19274,154,Arrived at disk 2
19378,155,Job arrived at CPU.
19378,155,Job started at CPU.
19392,155,Job finished at CPU.
19392,155,Going to disk
19392,155,Arrived at disk 1
19487,156,Job arrived at CPU.
19487,156,Job started at CPU.
19497,156,Job finished at CPU.
19497,156,Going to disk
19497,156,Arrived at disk 2
19613,157,Job arrived at CPU.
19613,157,Job started at CPU.
19626,157,Job finished at CPU.
19626,157,Going to disk
19626,157,Arrived at disk 1
19702,51,Job finished at disk 2.
19702,51,Returning to CPU
19702,17,Job started at disk 2.
19702,51,Job arrived at CPU.
19702,51,Job started at CPU.
19714,51,Job finished at CPU.
19714,51,Going to disk
19714,51,Arrived at disk 2
19720,20,Job finished at disk 1.
19720,20,Returning to CPU
19720,55,Job started at disk 1.
19720,20,Job arrived at CPU.
19720,20,Job started at CPU.
19733,20,Job finished at CPU.
19733,20,Going to disk
19733,20,Arrived at disk 1
19735,158,Job arrived at CPU.
19735,158,Job started at CPU.
19749,158,Job finished at CPU.
19749,158,Going to disk
19749,158,Arrived at disk 2
19863,159,Job arrived at CPU.
19863,159,Job started at CPU.
19873,159,Job finished at CPU.
19873,159,Going to disk
19873,159,Arrived at disk 1
19993,160,Job arrived at CPU.
19993,160,Job started at CPU.
20006,160,Job finished at CPU.
20006,160,Going to disk
20006,160,Arrived at disk 2
20102,161,Job arrived at CPU.
20102,161,Job started at CPU.
20116,161,Job finished at CPU.
20116,161,Going to disk
20116,161,Arrived at disk 1
20220,55,Job finished at disk 1.
20220,55,Returning to CPU
20220,58,Job started at disk 1.
20220,55,Job arrived at CPU.
20220,55,Job started at CPU.
20230,55,Job finished at CPU.
20230,55,Going to disk
20230,55,Arrived at disk 1
20232,162,Job arrived at CPU.
20232,162,Job started at CPU.
20244,162,Job finished at CPU.
20244,162,Job complete.
20332,163,Job arrived at CPU.
20332,163,Job started at CPU.
20346,163,Job finished at CPU.
20346,163,Going to disk
20346,163,Arrived at disk 2
20443,164,Job arrived at CPU.
20443,164,Job started at CPU.
20453,164,Job finished at CPU.
20453,164,Job complete.
20505,17,Job finished at disk 2.
20505,17,Returning to CPU
20505,53,Job started at disk 2.
20505,17,Job arrived at CPU.
20505,17,Job started at CPU.
20520,17,Job finished at CPU.
20520,17,Going to disk
20520,17,Arrived at disk 2
20555,165,Job arrived at CPU.
20555,165,Job started at CPU.
20569,165,Job finished at CPU.
20569,165,Going to disk
20569,165,Arrived at disk 1
20670,166,Job arrived at CPU.
20670,166,Job started at CPU.
20681,166,Job finished at CPU.
20681,166,Going to disk
20681,166,Arrived at disk 2
20798,167,Job arrived at CPU.
20798,167,Job started at CPU.
20811,167,Job finished at CPU.
20811,167,Going to disk
20811,167,Arrived at disk 1
20868,58,Job finished at disk 1.
20868,58,Returning to CPU
20868,7,Job started at disk 1.
20868,58,Job arrived at CPU.
20868,58,Job started at CPU.
20880,58,Job finished at CPU.
20880,58,Job complete.
20918,168,Job arrived at CPU.
20918,168,Job started at CPU.
20929,168,Job finished at CPU.
20929,168,Going to disk
20929,168,Arrived at disk 1
21030,169,Job arrived at CPU.
21030,169,Job started at CPU.
21040,169,Job finished at CPU.
21040,169,Going to disk
21040,169,Arrived at disk 2
21153,170,Job arrived at CPU.
21153,170,Job started at CPU.
21164,170,Job finished at CPU.
21164,170,Job complete.
21171,53,Job finished at disk 2.
21171,53,Returning to CPU
21171,56,Job started at disk 2.
21171,53,Job arrived at CPU.
21171,53,Job started at CPU.
21184,53,Job finished at CPU.
21184,53,Going to disk
21184,53,Arrived at disk 2
21279,171,Job arrived at CPU.
21279,171,Job started at CPU.
21291,171,Job finished at CPU.
21291,171,Going to disk
21291,171,Arrived at disk 1
21414,172,Job arrived at CPU.
21414,172,Job started at CPU.
21425,172,Job finished at CPU.
21425,172,Going to disk
21425,172,Arrived at disk 2
21540,173,Job arrived at CPU.
21540,173,Job started at CPU.
21555,173,Job finished at CPU.
21555,173,Job complete.
21601,7,Job finished at disk 1.
21601,7,Returning to CPU
21601,60,Job started at disk 1.
21601,7,Job arrived at CPU.
21601,7,Job started at CPU.
21612,7,Job finished at CPU.
21612,7,Going to disk
21612,7,Arrived at disk 1
21687,174,Job arrived at CPU.
21687,174,Job started at CPU.
21701,174,Job finished at CPU.
21701,174,Going to disk
21701,174,Arrived at disk 1
21822,175,Job arrived at CPU.
21822,175,Job started at CPU.
21837,175,Job finished at CPU.
21837,175,Going to disk
21837,175,Arrived at disk 2
21847,56,Job finished at disk 2.
21847,56,Returning to CPU
21847,57,Job started at disk 2.
21847,56,Job arrived at CPU.
21847,56,Job started at CPU.
21858,56,Job finished at CPU.
21858,56,Going to disk
21858,56,Arrived at disk 2
21943,176,Job arrived at CPU.
21943,176,Job started at CPU.
21953,176,Job finished at CPU.
21953,176,Job complete.
22050,177,Job arrived at CPU.
22050,177,Job started at CPU.
22062,177,Job finished at CPU.
22062,177,Job complete.
22182,178,Job arrived at CPU.
22182,178,Job started at CPU.
22195,178,Job finished at CPU.
22195,178,Going to disk
22195,178,Arrived at disk 1
22283,60,Job finished at disk 1.
22283,60,Returning to CPU
22283,62,Job started at disk 1.
22283,60,Job arrived at CPU.
22283,60,Job started at CPU.
22293,179,Job arrived at CPU.
22296,60,Job finished at CPU.
22296,60,Going to disk
22296,179,Job started at CPU.
22296,60,Arrived at disk 1
22306,179,Job finished at CPU.
22306,179,Going to disk
22306,179,Arrived at disk 2
22407,180,Job arrived at CPU.
22407,180,Job started at CPU.
22421,180,Job finished at CPU.
22421,180,Job complete.
22511,181,Job arrived at CPU.
22511,181,Job started at CPU.
22526,181,Job finished at CPU.
22526,181,Going to disk
22526,181,Arrived at disk 1
22603,57,Job finished at disk 2.
22603,57,Returning to CPU
22603,59,Job started at disk 2.
22603,57,Job arrived at CPU.
22603,57,Job started at CPU.
22617,57,Job finished at CPU.
22617,57,Going to disk
22617,57,Arrived at disk 2
22660,182,Job arrived at CPU.
22660,182,Job started at CPU.
22670,182,Job finished at CPU.
22670,182,Going to disk
22670,182,Arrived at disk 2
22762,183,Job arrived at CPU.
22762,183,Job started at CPU.
22773,183,Job finished at CPU.
22773,183,Job complete.
22911,184,Job arrived at CPU.
22911,184,Job started at CPU.
22918,62,Job finished at disk 1.
22918,62,Returning to CPU
22918,22,Job started at disk 1.
22918,62,Job arrived at CPU.
22921,184,Job finished at CPU.
22921,184,Job complete.
22921,62,Job started at CPU.
22936,62,Job finished at CPU.
22936,62,Going to disk
22936,62,Arrived at disk 1
23012,185,Job arrived at CPU.
23012,185,Job started at CPU.
23026,185,Job finished at CPU.
23026,185,Going to disk
23026,185,Arrived at disk 1
23135,186,Job arrived at CPU.
23135,186,Job started at CPU.
23147,186,Job finished at CPU.
23147,186,Going to disk
23147,186,Arrived at disk 2
23229,59,Job finished at disk 2.
23229,59,Returning to CPU
23229,61,Job started at disk 2.
23229,59,Job arrived at CPU.
23229,59,Job started at CPU.
23242,187,Job arrived at CPU.
23243,59,Job finished at CPU.
23243,59,Going to disk
23243,187,Job started at CPU.
23243,59,Arrived at disk 2
23254,187,Job finished at CPU.
23254,187,Going to disk
23254,187,Arrived at disk 1
23368,188,Job arrived at CPU.
23368,188,Job started at CPU.
23383,188,Job finished at CPU.
23383,188,Going to disk
23383,188,Arrived at disk 2
23474,189,Job arrived at CPU.
23474,189,Job started at CPU.
23487,189,Job finished at CPU.
23487,189,Going to disk
23487,189,Arrived at disk 1
23573,22,Job finished at disk 1.
23573,22,Returning to CPU
23573,65,Job started at disk 1.
23573,22,Job arrived at CPU.
23573,22,Job started at CPU.
23587,22,Job finished at CPU.
23587,22,Going to disk
23587,22,Arrived at disk 1
23602,190,Job arrived at CPU.
23602,190,Job started at CPU.
23614,190,Job finished at CPU.
23614,190,Going to disk
23614,190,Arrived at disk 2
23748,191,Job arrived at CPU.
23748,191,Job started at CPU.
23760,191,Job finished at CPU.
23760,191,Going to disk
23760,191,Arrived at disk 1
23855,192,Job arrived at CPU.
23855,192,Job started at CPU.
23870,192,Job finished at CPU.
23870,192,Going to disk
23870,192,Arrived at disk 2
23955,193,Job arrived at CPU.
23955,193,Job started at CPU.
23970,193,Job finished at CPU.
23970,193,Going to disk
23970,193,Arrived at disk 1
24068,61,Job finished at disk 2.
24068,61,Returning to CPU
24068,63,Job started at disk 2.
24068,61,Job arrived at CPU.
24068,61,Job started at CPU.
24083,61,Job finished at CPU.
24083,61,Going to disk
24083,61,Arrived at disk 2
24095,194,Job arrived at CPU.
24095,194,Job started at CPU.
24110,194,Job finished at CPU.
24110,194,Going to disk
24110,194,Arrived at disk 2
24242,195,Job arrived at CPU.
24242,195,Job started at CPU.
24253,195,Job finished at CPU.
24253,195,Job complete.
24289,65,Job finished at disk 1.
24289,65,Returning to CPU
24289,67,Job started at disk 1.
24289,65,Job arrived at CPU.
24289,65,Job started at CPU.
24301,65,Job finished at CPU.
24301,65,Job complete.
24372,196,Job arrived at CPU.
24372,196,Job started at CPU.
24387,196,Job finished at CPU.
24387,196,Going to disk
24387,196,Arrived at disk 1
24500,197,Job arrived at CPU.
24500,197,Job started at CPU.
24512,197,Job finished at CPU.
24512,197,Going to disk
24512,197,Arrived at disk 1
24637,198,Job arrived at CPU.
24637,198,Job started at CPU.
24650,198,Job finished at CPU.
24650,198,Going to disk
24650,198,Arrived at disk 2
24716,63,Job finished at disk 2.
24716,63,Returning to CPU
24716,64,Job started at disk 2.
24716,63,Job arrived at CPU.
24716,63,Job started at CPU.
24726,63,Job finished at CPU.
24726,63,Going to disk
24726,63,Arrived at disk 2
24748,199,Job arrived at CPU.
24748,199,Job started at CPU.
24763,199,Job finished at CPU.
24763,199,Going to disk
24763,199,Arrived at disk 1
24897,200,Job arrived at CPU.
24897,200,Job started at CPU.
24908,200,Job finished at CPU.
24908,200,Job complete.
25022,201,Job arrived at CPU.
25022,201,Job started at CPU.
25035,201,Job finished at CPU.
25035,201,Going to disk
25035,201,Arrived at disk 2
25066,67,Job finished at disk 1.
25066,67,Returning to CPU
25066,25,Job started at disk 1.
25066,67,Job arrived at CPU.
25066,67,Job started at CPU.
25081,67,Job finished at CPU.
25081,67,Going to disk
25081,67,Arrived at disk 1
25163,202,Job arrived at CPU.
25163,202,Job started at CPU.
25176,202,Job finished at CPU.
25176,202,Job complete.
25263,203,Job arrived at CPU.
25263,203,Job started at CPU.
25276,203,Job finished at CPU.
25276,203,Going to disk
25276,203,Arrived at disk 1
25396,204,Job arrived at CPU.
25396,204,Job started at CPU.
25408,204,Job finished at CPU.
25408,204,Going to disk
25408,204,Arrived at disk 2
25483,64,Job finished at disk 2.
25483,64,Returning to CPU
25483,66,Job started at disk 2.
25483,64,Job arrived at CPU.
25483,64,Job started at CPU.
25497,64,Job finished at CPU.
25497,64,Job complete.
25513,205,Job arrived at CPU.
25513,205,Job started at CPU.
25528,205,Job finished at CPU.
25528,205,Job complete.
25621,206,Job arrived at CPU.
25621,206,Job started at CPU.
25632,206,Job finished at CPU.
25632,206,Going to disk
25632,206,Arrived at disk 2
25755,207,Job arrived at CPU.
25755,207,Job started at CPU.
25766,207,Job finished at CPU.
25766,207,Going to disk
25766,207,Arrived at disk 1
25808,25,Job finished at disk 1.
25808,25,Returning to CPU
25808,69,Job started at disk 1.
25808,25,Job arrived at CPU.
25808,25,Job started at CPU.
25821,25,Job finished at CPU.
25821,25,Job complete.
25896,208,Job arrived at CPU.
25896,208,Job started at CPU.
25906,208,Job finished at CPU.
25906,208,Going to disk
25906,208,Arrived at disk 1
26042,209,Job arrived at CPU.
26042,209,Job started at CPU.
26057,209,Job finished at CPU.
26057,209,Going to disk
26057,209,Arrived at disk 2
26150,210,Job arrived at CPU.
26150,210,Job started at CPU.
26161,210,Job finished at CPU.
26161,210,Going to disk
26161,210,Arrived at disk 1
26221,66,Job finished at disk 2.
26221,66,Returning to CPU
26221,68,Job started at disk 2.
26221,66,Job arrived at CPU.
26221,66,Job started at CPU.
26234,66,Job finished at CPU.
26234,66,Going to disk
26234,66,Arrived at disk 2
26295,211,Job arrived at CPU.
26295,211,Job started at CPU.
26310,211,Job finished at CPU.
26310,211,Going to disk
26310,211,Arrived at disk 2
26387,69,Job finished at disk 1.
26387,69,Returning to CPU
26387,71,Job started at disk 1.
26387,69,Job arrived at CPU.
26387,69,Job started at CPU.
26396,212,Job arrived at CPU.
26399,69,Job finished at CPU.
26399,69,Going to disk
26399,212,Job started at CPU.
26399,69,Arrived at disk 1
26410,212,Job finished at CPU.
26410,212,Going to disk
26410,212,Arrived at disk 1
26544,213,Job arrived at CPU.
26544,213,Job started at CPU.
26557,213,Job finished at CPU.
26557,213,Going to disk
26557,213,Arrived at disk 2
26663,214,Job arrived at CPU.
26663,214,Job started at CPU.
26673,214,Job finished at CPU.
26673,214,Going to disk
26673,214,Arrived at disk 1
26768,215,Job arrived at CPU.
26768,215,Job started at CPU.
26783,215,Job finished at CPU.
26783,215,Going to disk
26783,215,Arrived at disk 2
26891,216,Job arrived at CPU.
26891,216,Job started at CPU.
26899,71,Job finished at disk 1.
26899,71,Returning to CPU
26899,73,Job started at disk 1.
26899,71,Job arrived at CPU.
26906,216,Job finished at CPU.
26906,216,Going to disk
26906,71,Job started at CPU.
26906,216,Arrived at disk 1
26917,71,Job finished at CPU.
26917,71,Going to disk
26917,71,Arrived at disk 1
27001,217,Job arrived at CPU.
27001,217,Job started at CPU.
27015,217,Job finished at CPU.
27015,217,Going to disk
27015,217,Arrived at disk 2
27068,68,Job finished at disk 2.
27068,68,Returning to CPU
27068,23,Job started at disk 2.
27068,68,Job arrived at CPU.
27068,68,Job started at CPU.
27080,68,Job finished at CPU.
27080,68,Job complete.
27148,218,Job arrived at CPU.
27148,218,Job started at CPU.
27162,218,Job finished at CPU.
27162,218,Going to disk
27162,218,Arrived at disk 2
27265,219,Job arrived at CPU.
27265,219,Job started at CPU.
27276,219,Job finished at CPU.
27276,219,Job complete.
27387,220,Job arrived at CPU.
27387,220,Job started at CPU.
27399,220,Job finished at CPU.
27399,220,Going to disk
27399,220,Arrived at disk 1
27487,73,Job finished at disk 1.
27487,73,Returning to CPU
27487,3,Job started at disk 1.
27487,73,Job arrived at CPU.
27487,73,Job started at CPU.
27497,73,Job finished at CPU.
27497,73,Going to disk
27497,73,Arrived at disk 1
27533,221,Job arrived at CPU.
27533,221,Job started at CPU.
27547,221,Job finished at CPU.
27547,221,Going to disk
27547,221,Arrived at disk 2
27635,222,Job arrived at CPU.
27635,222,Job started at CPU.
27645,222,Job finished at CPU.
27645,222,Going to disk
27645,222,Arrived at disk 1
27776,223,Job arrived at CPU.
27776,223,Job started at CPU.
27787,223,Job finished at CPU.
27787,223,Going to disk
27787,223,Arrived at disk 2
27867,23,Job finished at disk 2.
27867,23,Returning to CPU
27867,70,Job started at disk 2.
27867,23,Job arrived at CPU.
27867,23,Job started at CPU.
27877,23,Job finished at CPU.
27877,23,Going to disk
27877,23,Arrived at disk 2
27917,224,Job arrived at CPU.
27917,224,Job started at CPU.
27929,224,Job finished at CPU.
27929,224,Going to disk
27929,224,Arrived at disk 1
28056,225,Job arrived at CPU.
28056,225,Job started at CPU.
28067,225,Job finished at CPU.
28067,225,Job complete.
28189,3,Job finished at disk 1.
28189,3,Returning to CPU
28189,76,Job started at disk 1.
28189,3,Job arrived at CPU.
28189,3,Job started at CPU.
28203,3,Job finished at CPU.
28203,3,Going to disk
28203,3,Arrived at disk 1
28204,226,Job arrived at CPU.
28204,226,Job started at CPU.
28217,226,Job finished at CPU.
28217,226,Going to disk
28217,226,Arrived at disk 2
28313,227,Job arrived at CPU.
28313,227,Job started at CPU.
28326,227,Job finished at CPU.
28326,227,Going to disk
28326,227,Arrived at disk 1
28435,228,Job arrived at CPU.
28435,228,Job started at CPU.
28445,228,Job finished at CPU.
28445,228,Job complete.
28585,229,Job arrived at CPU.
28585,229,Job started at CPU.
28595,229,Job finished at CPU.
28595,229,Going to disk
28595,229,Arrived at disk 2
28723,230,Job arrived at CPU.
28723,230,Job started at CPU.
28737,230,Job finished at CPU.
28737,230,Going to disk
28737,230,Arrived at disk 1
28739,70,Job finished at disk 2.
28739,70,Returning to CPU
28739,72,Job started at disk 2.
28739,70,Job arrived at CPU.
28739,70,Job started at CPU.
28750,70,Job finished at CPU.
28750,70,Going to disk
28750,70,Arrived at disk 2
28773,76,Job finished at disk 1.
28773,76,Returning to CPU
28773,79,Job started at disk 1.
28773,76,Job arrived at CPU.
28773,76,Job started at CPU.
28787,76,Job finished at CPU.
28787,76,Going to disk
28787,76,Arrived at disk 1
28824,231,Job arrived at CPU.
28824,231,Job started at CPU.
28837,231,Job finished at CPU.
28837,231,Job complete.
28939,232,Job arrived at CPU.
28939,232,Job started at CPU.
28951,232,Job finished at CPU.
28951,232,Going to disk
28951,232,Arrived at disk 2
29085,233,Job arrived at CPU.
29085,233,Job started at CPU.
29096,233,Job finished at CPU.
29096,233,Going to disk
29096,233,Arrived at disk 1
29212,234,Job arrived at CPU.
29212,234,Job started at CPU.
29227,234,Job finished at CPU.
29227,234,Going to disk
29227,234,Arrived at disk 2
29358,235,Job arrived at CPU.
29358,235,Job started at CPU.
29365,79,Job finished at disk 1.
29365,79,Returning to CPU
29365,80,Job started at disk 1.
29365,79,Job arrived at CPU.
29371,235,Job finished at CPU.
29371,235,Going to disk
29371,79,Job started at CPU.
29371,235,Arrived at disk 1
29385,79,Job finished at CPU.
29385,79,Going to disk
29385,79,Arrived at disk 1
29503,236,Job arrived at CPU.
29503,236,Job started at CPU.
29514,236,Job finished at CPU.
29514,236,Job complete.
29611,237,Job arrived at CPU.
29611,237,Job started at CPU.
29622,237,Job finished at CPU.
29622,237,Going to disk
29622,237,Arrived at disk 2
29630,72,Job finished at disk 2.
29630,72,Returning to CPU
29630,74,Job started at disk 2.
29630,72,Job arrived at CPU.
29630,72,Job started at CPU.
29642,72,Job finished at CPU.
29642,72,Going to disk
29642,72,Arrived at disk 2
29718,238,Job arrived at CPU.
29718,238,Job started at CPU.
29732,238,Job finished at CPU.
29732,238,Job complete.
29830,239,Job arrived at CPU.
29830,239,Job started at CPU.
29842,239,Job finished at CPU.
29842,239,Going to disk
29842,239,Arrived at disk 1
29930,240,Job arrived at CPU.
29930,240,Job started at CPU.
29941,240,Job finished at CPU.
29941,240,Going to disk
29941,240,Arrived at disk 2
29945,80,Job finished at disk 1.
29945,80,Returning to CPU
29945,83,Job started at disk 1.
29945,80,Job arrived at CPU.
29945,80,Job started at CPU.
29956,80,Job finished at CPU.
29956,80,Going to disk
29956,80,Arrived at disk 1
30040,241,Job arrived at CPU.
30040,241,Job started at CPU.
30052,241,Job finished at CPU.
30052,241,Going to disk
30052,241,Arrived at disk 1
30171,242,Job arrived at CPU.
30171,242,Job started at CPU.
30186,242,Job finished at CPU.
30186,242,Going to disk
30186,242,Arrived at disk 2
30241,74,Job finished at disk 2.
30241,74,Returning to CPU
30241,77,Job started at disk 2.
30241,74,Job arrived at CPU.
30241,74,Job started at CPU.
30251,74,Job finished at CPU.
30251,74,Job complete.
30290,243,Job arrived at CPU.
30290,243,Job started at CPU.
30303,243,Job finished at CPU.
30303,243,Job complete.
30414,244,Job arrived at CPU.
30414,244,Job started at CPU.
30424,244,Job finished at CPU.
30424,244,Going to disk
30424,244,Arrived at disk 2
30538,245,Job arrived at CPU.
30538,245,Job started at CPU.
30549,245,Job finished at CPU.
30549,245,Going to disk
30549,245,Arrived at disk 1
30621,83,Job finished at disk 1.
30621,83,Returning to CPU
30621,85,Job started at disk 1.
30621,83,Job arrived at CPU.
30621,83,Job started at CPU.
30634,83,Job finished at CPU.
30634,83,Going to disk
30634,83,Arrived at disk 1
30641,246,Job arrived at CPU.
30641,246,Job started at CPU.
30651,246,Job finished at CPU.
30651,246,Going to disk
30651,246,Arrived at disk 2
30763,247,Job arrived at CPU.
30763,247,Job started at CPU.
30773,247,Job finished at CPU.
30773,247,Going to disk
30773,247,Arrived at disk 1
30870,77,Job finished at disk 2.
30870,77,Returning to CPU
30870,78,Job started at disk 2.
30870,77,Job arrived at CPU.
30870,77,Job started at CPU.
30873,248,Job arrived at CPU.
30883,77,Job finished at CPU.
30883,77,Job complete.
30883,248,Job started at CPU.
30898,248,Job finished at CPU.
30898,248,Going to disk
30898,248,Arrived at disk 2
30996,249,Job arrived at CPU.
30996,249,Job started at CPU.
31008,249,Job finished at CPU.
31008,249,Job complete.
31126,250,Job arrived at CPU.
31126,250,Job started at CPU.
31137,250,Job finished at CPU.
31137,250,Going to disk
31137,250,Arrived at disk 2
31229,251,Job arrived at CPU.
31229,251,Job started at CPU.
31240,251,Job finished at CPU.
31240,251,Going to disk
31240,251,Arrived at disk 1
31287,85,Job finished at disk 1.
31287,85,Returning to CPU
31287,86,Job started at disk 1.
31287,85,Job arrived at CPU.
31287,85,Job started at CPU.
31302,85,Job finished at CPU.
31302,85,Going to disk
31302,85,Arrived at disk 1
31379,252,Job arrived at CPU.
31379,252,Job started at CPU.
31393,252,Job finished at CPU.
31393,252,Going to disk
31393,252,Arrived at disk 2
31493,253,Job arrived at CPU.
31493,253,Job started at CPU.
31508,253,Job finished at CPU.
31508,253,Going to disk
31508,253,Arrived at disk 1
31592,78,Job finished at disk 2.
31592,78,Returning to CPU
31592,81,Job started at disk 2.
31592,78,Job arrived at CPU.
31592,78,Job started at CPU.
31606,78,Job finished at CPU.
31606,78,Going to disk
31606,78,Arrived at disk 2
31640,254,Job arrived at CPU.
31640,254,Job started at CPU.
31653,254,Job finished at CPU.
31653,254,Going to disk
31653,254,Arrived at disk 2
31787,255,Job arrived at CPU.
31787,255,Job started at CPU.
31799,255,Job finished at CPU.
31799,255,Job complete.
31927,256,Job arrived at CPU.
31927,256,Job started at CPU.
31938,256,Job finished at CPU.
31938,256,Going to disk
31938,256,Arrived at disk 1
31968,86,Job finished at disk 1.
31968,86,Returning to CPU
31968,87,Job started at disk 1.
31968,86,Job arrived at CPU.
31968,86,Job started at CPU.
31981,86,Job finished at CPU.
31981,86,Going to disk
31981,86,Arrived at disk 1
32034,257,Job arrived at CPU.
32034,257,Job started at CPU.
32044,257,Job finished at CPU.
32044,257,Going to disk
32044,257,Arrived at disk 2
32139,258,Job arrived at CPU.
32139,258,Job started at CPU.
32150,258,Job finished at CPU.
32150,258,Going to disk
32150,258,Arrived at disk 1
32248,81,Job finished at disk 2.
32248,81,Returning to CPU
32248,26,Job started at disk 2.
32248,81,Job arrived at CPU.
32248,81,Job started at CPU.
32255,259,Job arrived at CPU.
32260,81,Job finished at CPU.
32260,81,Going to disk
32260,259,Job started at CPU.
32260,81,Arrived at disk 2
32270,259,Job finished at CPU.
32270,259,Going to disk
32270,259,Arrived at disk 2
32378,260,Job arrived at CPU.
